CPT_ID, Latitude, Longitude, NZMG Easting, NZMG Northing,NZTM_X,NZTM_Y, Vs30,,,,
CPT_116419_measurement_num_0,172.64370057551,-43.5351114743349,2481212.49631956,5741309.16976541,1571211.9,5179697.54,121.7,,,,
CPT_90641_measurement_num_0,172.638866081284,-43.5697673707988,2480838.30432121,5737457.14269552,1570838,5175847,121.83,,,,
CPT_93872_measurement_num_0,172.640645742235,-43.5713298011315,2480982.81414982,5737284.16893593,1570982.46,5175674.1,121.87,,,,
CPT_1249_measurement_num_0,172.601434563882,-43.5640253865182,2477811.44675148,5738081.40328076,1567812.3,5176470.89,121.91,,,,
CPT_497_measurement_num_0,172.639863298165,-43.54012876555,2480904.72675902,5740750.41324502,1570904.27,5179138.99,122.34,,,,
CPT_168867_measurement_num_0,172.634336774631,-43.4524453034587,2480415.5107986,5750490.16033629,1570415,5188875,122.55,,,,
CPT_33470_measurement_num_0,172.675516881238,-43.2961885810934,2483680.93443188,5767863.64626398,1573679.3,5206242,122.61,,,,
CPT_225_measurement_num_0,172.643928710897,-43.5671108086134,2481246.02770331,5737754.04221151,1571245.55,5176143.8,122.73,,,,
CPT_56447_measurement_num_0,172.643937656902,-43.53709800673,2481232.59678723,5741088.54346469,1571232,5179477,122.75,,,,
CPT_485_measurement_num_0,172.650291479706,-43.5384976959499,2481746.8034393,5740935.19687256,1571746.01,5179323.73,122.76,,,,
CPT_76446_measurement_num_0,172.632380722035,-43.5299289950577,2480294.99717928,5741881.00065045,1570294.74,5180269.12,123.09,,,,
CPT_1034_measurement_num_0,172.633235316679,-43.5448459888344,2480371.32929682,5740223.99787363,1570371.1,5178612.76,123.26,,,,
CPT_18635_measurement_num_0,172.661199048282,-43.5664640265085,2482640.95437829,5737831.67740494,1572639.92,5176221.46,123.27,,,,
CPT_27489_measurement_num_0,172.663597972643,-43.5578369884084,2482830.91647205,5738790.94881905,1572829.77,5177180.36,123.34,,,,
CPT_429_measurement_num_0,172.627455835231,-43.530377132896,2479897.1108026,5741829.45374381,1569897.01,5180217.58,123.43,,,,
CPT_36633_measurement_num_0,172.655891962756,-43.5440910062687,2482202.01168999,5740315.63980679,1572201.06,5178704.43,123.5,,,,
CPT_23665_measurement_num_0,172.633956102074,-43.531898054704,2480423.29987525,5741662.79233506,1570423,5180051,123.73,,,,
CPT_59402_measurement_num_0,172.667269107745,-43.5557055413369,2483126.60279714,5739028.94205364,1573125.33,5177418.27,123.84,,,,
CPT_43992_measurement_num_0,172.661492049568,-43.5649569629536,2482663.95006487,5737999.21267391,1572662.9,5176388.93,123.86,,,,
CPT_9432_measurement_num_0,172.644650853107,-43.5463232537253,2481294.58542203,5740063.84282227,1571294,5178452.7,123.88,,,,
CPT_1071_measurement_num_0,172.633544595697,-43.565450669707,2480406.32394694,5737934.87711692,1570406.17,5176324.53,124.29,,,,
CPT_9253_measurement_num_0,172.65793680715,-43.5632349547182,2482375.94287749,5738189.36872333,1572375,5176579,124.29,,,,
CPT_40256_measurement_num_0,172.632652019487,-43.4613679951533,2480283.50435319,5749498.25771267,1570283.06,5187883.47,124.4,,,,
CPT_9251_measurement_num_0,172.658012016923,-43.5630731042504,2482381.94595901,5738207.37558746,1572381,5176597,124.48,,,,
CPT_35539_measurement_num_0,172.629072785501,-43.4744799974992,2480000.30860205,5748040.24103358,1570000,5186426,124.66,,,,
CPT_76445_measurement_num_0,172.632366706577,-43.530198987247,2480293.99579586,5741850.99911966,1570293.74,5180239.13,124.89,,,,
CPT_481_measurement_num_0,172.639978983659,-43.5387634584994,2480913.42542537,5740902.1417997,1570912.96,5179290.66,124.89,,,,
CPT_168878_measurement_num_0,172.633444403309,-43.454900637667,2480344.47951595,5750217.05825421,1570344,5188602,124.96,,,,
CPT_168859_measurement_num_0,172.635258953662,-43.4511876372931,2480489.54108246,5750630.21221225,1570489,5189015,125.13,,,,
CPT_126476_measurement_num_0,172.637487867364,-43.4504833799303,2480669.61080265,5750709.23977064,1570669,5189094,125.25,,,,
CPT_216_measurement_num_0,172.641225115919,-43.5673576251017,2481027.73027413,5737725.68998468,1571027.34,5176115.45,125.27,,,,
CPT_55821_measurement_num_0,172.637564055253,-43.5327262331509,2480715.34072362,5741572.04777212,1570714.93,5179960.3,125.36,,,,
CPT_1217_measurement_num_0,172.670678578432,-43.5599270380151,2483403.93627448,5738561.00709695,1573402.57,5176950.53,125.65,,,,
CPT_88358_measurement_num_0,172.570139962391,-43.6600666354037,2475337.75786255,5727398.44037906,1565340.18,5165791.92,125.78,,,,
CPT_34120_measurement_num_0,172.656169619267,-43.5386661647666,2482221.97991295,5740918.44483318,1572221,5179307,125.79,,,,
CPT_35540_measurement_num_0,172.629789347045,-43.4745723629984,2480058.33057808,5748030.2361476,1570058,5186416,125.88,,,,
CPT_94308_measurement_num_0,172.635238833234,-43.530856851785,2480526.48393943,5741778.92381193,1570526.14,5180167.09,125.91,,,,
CPT_24762_measurement_num_0,172.643638051516,-43.529208999836,2481204.65467356,5741964.92424057,1571204.04,5180353.04,125.94,,,,
CPT_24410_measurement_num_0,172.679027022648,-43.564342036171,2484080.33886977,5738073.098733,1574078.72,5176462.84,126.02,,,,
CPT_5363_measurement_num_0,172.636978574618,-43.5400241078179,2480671.52588416,5740761.03535134,1570671.16,5179149.6,126.03,,,,
CPT_476_measurement_num_0,172.625256504473,-43.5383407654744,2479723.28259648,5740943.88883412,1569723.28,5179332.35,126.1,,,,
CPT_1028_measurement_num_0,172.636836015421,-43.5423697961912,2480661.13260778,5740500.37469826,1570660.78,5178889.04,126.37,,,,
CPT_44690_measurement_num_0,172.612749011039,-43.5053969984279,2478695.45408245,5744599.37782666,1568695.73,5182986.41,126.5,,,,
CPT_1480_measurement_num_0,172.665167575492,-43.5608053279857,2482959.05521486,5738461.66415318,1572957.87,5176851.21,126.56,,,,
CPT_56449_measurement_num_0,172.643851525165,-43.5391146862393,2481226.58680627,5740864.45662479,1571226,5179253,126.7,,,,
CPT_14099_measurement_num_0,172.654186967937,-43.5063308534261,2482046.90716652,5744510.29564579,1572045.89,5182897.45,126.71,,,,
CPT_113641_measurement_num_0,172.646930544419,-43.5592606293625,2481484.86681838,5738627.24482384,1571484.26,5177016.67,126.78,,,,
CPT_56709_measurement_num_0,172.64415403375,-43.5377880443851,2481250.41117568,5741011.95312911,1571249.81,5179400.44,126.78,,,,
CPT_102938_measurement_num_0,172.636912315927,-43.4537231257263,2480624.5882739,5750349.104323,1570624,5188734,127.37,,,,
CPT_56379_measurement_num_0,172.688909308827,-43.5621076795192,2484877.81840594,5738324.35018874,1574875.87,5176714.02,127.38,,,,
CPT_55897_measurement_num_0,172.688909308827,-43.5621076795192,2484877.81840594,5738324.35018874,1574875.87,5176714.02,127.38,,,,
CPT_500_measurement_num_0,172.647606991364,-43.5402572538838,2481530.65183983,5740738.7975533,1571529.95,5179127.4,127.43,,,,
CPT_168869_measurement_num_0,172.63564244949,-43.4531878291158,2480521.54991856,5750408.12797974,1570521,5188793,127.47,,,,
CPT_409_measurement_num_0,172.640001153628,-43.5264854372757,2480909.35896803,5742266.25995418,1570908.85,5180654.25,127.53,,,,
CPT_168877_measurement_num_0,172.634048577413,-43.4551456905322,2480393.4977528,5750190.04738294,1570393,5188575,127.67,,,,
CPT_54417_measurement_num_0,172.662574610422,-43.5685172671424,2482753.00007419,5737604.00305379,1572751.93,5175993.88,127.82,,,,
CPT_1058_measurement_num_0,172.651700395101,-43.5419583596727,2481862.27584378,5740551.183292,1571861.45,5178939.87,127.92,,,,
CPT_475_measurement_num_0,172.621607750832,-43.5375582560734,2479427.98093288,5741029.50210262,1569428.09,5179417.92,128.02,,,,
CPT_36130_measurement_num_0,172.645773056672,-43.5656320175838,2481394.33304557,5737918.97088874,1571393.79,5176308.67,128.07,,,,
CPT_14951_measurement_num_0,172.647942858645,-43.5050506583948,2481541.36392025,5744650.42226328,1571540.54,5183037.51,128.13,,,,
CPT_27628_measurement_num_0,172.639152051329,-43.572521031307,2480862.72105588,5737151.30194075,1570862.42,5175541.28,128.2,,,,
CPT_28852_measurement_num_0,172.625319838792,-43.5395460990294,2479729.00002904,5740809.99706253,1569729,5179198.51,128.22,,,,
CPT_28855_measurement_num_0,172.624482230413,-43.5389313336649,2479660.99602354,5740877.99564372,1569661.02,5179266.48,128.35,,,,
CPT_57842_measurement_num_0,172.625755131066,-43.5392099561675,2479764.01499511,5740847.50027989,1569764,5179236,128.37,,,,
CPT_75757_measurement_num_0,172.620997483261,-43.5717065689359,2479395.79730232,5737235.32775984,1569396.07,5175625.21,128.52,,,,
CPT_40508_measurement_num_0,172.658481554122,-43.5653309579881,2482420.90169428,5737956.67527528,1572419.95,5176346.4,128.53,,,,
CPT_443_measurement_num_0,172.630754162851,-43.531923595779,2480164.48898415,5741658.81927854,1570164.29,5180047.02,128.74,,,,
CPT_972_measurement_num_0,172.688546717031,-43.5548806408253,2484845.54341265,5739127.1915704,1574843.58,5177516.54,128.75,,,,
CPT_59406_measurement_num_0,172.662507856805,-43.5624411334521,2482744.8930452,5738279.0600639,1572743.8,5176668.67,128.84,,,,
CPT_945_measurement_num_0,172.668095913546,-43.5524771449763,2483191.99162819,5739387.89139632,1573190.68,5177777.08,129.05,,,,
CPT_105004_measurement_num_0,172.636677307113,-43.4632682573757,2480610.17541382,5749288.56330674,1570609.61,5187673.86,129.13,,,,
CPT_168880_measurement_num_0,172.634090036682,-43.4564694641547,2480397.49692344,5750042.99180604,1570397,5188428,129.29,,,,
CPT_55583_measurement_num_0,172.615444014012,-43.548959545897,2478935.60235823,5739760.53233365,1568935.95,5178149.42,129.76,,,,
CPT_40490_measurement_num_0,172.64149405189,-43.5351150218239,2481034.14647324,5741308.01514569,1571033.62,5179696.38,129.96,,,,
CPT_5472_measurement_num_0,172.633416911733,-43.5418837318716,2480384.56636809,5740553.17484001,1570384.32,5178941.81,129.99,,,,
CPT_19662_measurement_num_0,172.609216831826,-43.5244774459753,2478419.70172683,5742478.20040854,1568420.15,5180866.03,130,,,,
CPT_1492_measurement_num_0,172.612879719168,-43.5058691752974,2478706.26670144,5744546.96765286,1568706.54,5182934.02,130.09,,,,
CPT_76287_measurement_num_0,172.617997389251,-43.5575066140563,2479146.2665075,5738811.87855002,1569146.57,5177201.14,130.1,,,,
CPT_74613_measurement_num_0,172.652814064829,-43.5125682775106,2481938.75648435,5743816.85018663,1571937.8,5182204.27,130.11,,,,
CPT_28967_measurement_num_0,172.634602051806,-43.4570580055072,2480439.22176804,5749977.78658589,1570438.71,5188362.82,130.18,,,,
CPT_36979_measurement_num_0,172.74337704313,-43.5661799946029,2489279.88820258,5737886.77251491,1579276.16,5176276.77,130.25,,,,
CPT_49103_measurement_num_0,172.691711956277,-43.5649099926619,2485105.39895226,5738013.83795748,1575103.37,5176403.64,130.25,,,,
CPT_40241_measurement_num_0,172.629004955653,-43.4620809809669,2479988.71060268,5749417.74192685,1569988.38,5187802.98,130.28,,,,
CPT_44905_measurement_num_0,172.650502995103,-43.5086839959966,2481750.08453651,5744247.62161854,1571749.19,5182634.87,130.3,,,,
CPT_117086_measurement_num_0,172.654004581792,-43.5410026239081,2482048.06266378,5740658.13885004,1572047.16,5179046.79,130.37,,,,
CPT_11680_measurement_num_0,172.658596119475,-43.5443831961677,2482420.68697231,5740284.0700823,1572419.65,5178672.88,130.48,,,,
CPT_56550_measurement_num_0,172.595204967961,-43.5529020457978,2477302.19298383,5739314.81526629,1567303.19,5177703.81,130.83,,,,
CPT_461_measurement_num_0,172.623942473977,-43.5365180465608,2479616.16813838,5741145.92031328,1569616.2,5179534.3,130.94,,,,
CPT_742_measurement_num_0,172.6314780644,-43.50331335574,2480209.02273469,5744837.70793664,1570208.71,5183224.69,131,,,,
CPT_692_measurement_num_0,172.61623857417,-43.5496154712209,2479000.14460084,5739687.95193382,1569000.47,5178076.87,131.05,,,,
CPT_502_measurement_num_0,172.651277868141,-43.5408959236642,2481827.63623472,5740669.08045222,1571826.82,5179057.72,131.07,,,,
CPT_14481_measurement_num_0,172.662321713019,-43.5651748866741,2482731.07586857,5737975.27063961,1572730,5176365,131.09,,,,
CPT_1017_measurement_num_0,172.640538431853,-43.54141084097,2480959.9033979,5740608.20616734,1570959.43,5178996.84,131.14,,,,
CPT_104897_measurement_num_1,172.629728540111,-43.4744467357888,2480053.34895926,5748044.1715203,1570053.02,5186429.93,131.26,,,,
CPT_125414_measurement_num_0,172.66015470898,-43.5680858223724,2482557.31395205,5737651.14937316,1572556.32,5176041,131.34,,,,
CPT_187468_measurement_num_0,172.621332101027,-43.5010366970644,2479387.36318972,5745086.98428986,1569387.36,5183473.85,131.37,,,,
CPT_56693_measurement_num_0,172.623204986831,-43.5338460430299,2479555.2248748,5741442.51642214,1569555.27,5179830.78,131.55,,,,
CPT_5711_measurement_num_0,172.633656553089,-43.5416174346626,2480403.8049442,5740582.84564723,1570403.55,5178971.47,131.67,,,,
CPT_28501_measurement_num_0,172.64226424963,-43.5710512452991,2481113.42712611,5737315.67583009,1571113.02,5175705.6,131.75,,,,
CPT_75804_measurement_num_0,172.649997482004,-43.5367065748829,2481722.21041441,5741134.0951427,1571721.42,5179522.55,131.95,,,,
CPT_786_measurement_num_0,172.64908516418,-43.5148918813371,2481638.32199145,5743557.4378749,1571637.49,5181944.95,132.01,,,,
CPT_496_measurement_num_0,172.636341702613,-43.5397430428917,2480619.91679402,5740792.03913315,1570619.57,5179180.59,132.01,,,,
CPT_390_measurement_num_0,172.642464879615,-43.5228786810652,2481106.81847949,5742667.82914253,1571106.22,5181055.67,132.11,,,,
CPT_389_measurement_num_0,172.642464879615,-43.5228786810652,2481106.81847949,5742667.82914253,1571106.22,5181055.67,132.11,,,,
CPT_75805_measurement_num_0,172.649997482004,-43.5367065748829,2481722.21041441,5741134.0951427,1571721.42,5179522.55,132.39,,,,
CPT_734_measurement_num_0,172.618077532064,-43.5058034557343,2479126.56817832,5744556.19950397,1569126.68,5182943.26,132.44,,,,
CPT_1012_measurement_num_0,172.621685328889,-43.5415217236142,2479436.23818906,5740589.18247102,1569436.36,5178977.77,132.47,,,,
CPT_14452_measurement_num_0,172.6628107377,-43.5663018535567,2482771.08694935,5737850.21968873,1572770,5176240,132.8,,,,
CPT_86860_measurement_num_0,172.640826041438,-43.5419827027703,2480983.42038417,5740544.77072697,1570982.94,5178933.43,132.84,,,,
CPT_14088_measurement_num_0,172.657755366438,-43.4987435018096,2482332.02933086,5745354.44510922,1572330.88,5183741.28,132.87,,,,
CPT_1964_measurement_num_0,172.622313238449,-43.5016158563686,2479467.00203029,5745022.99787621,1569466.97,5183409.89,132.87,,,,
CPT_56710_measurement_num_0,172.644500995712,-43.5378039806982,2481278.46211597,5741010.30155646,1571277.85,5179398.79,132.89,,,,
CPT_33874_measurement_num_0,172.688802221604,-43.5639804405218,2484869.93776347,5738116.24732854,1574868,5176506,132.97,,,,
CPT_56087_measurement_num_0,172.64448951816,-43.5375665934596,2481277.42260186,5741036.67183523,1571276.81,5179425.15,132.99,,,,
CPT_31539_measurement_num_0,172.641830955809,-43.5707759815559,2481078.29450501,5737346.10922308,1571077.9,5175736.02,133.17,,,,
CPT_128181_measurement_num_0,172.680013322017,-43.5658110432467,2484160.64503006,5737910.19092096,1574159,5176300,133.22,,,,
CPT_86867_measurement_num_0,172.641317062142,-43.5417347371565,2481022.98686565,5740572.49012802,1571022.49,5178961.14,133.24,,,,
CPT_33451_measurement_num_0,172.690567139884,-43.5689807547412,2485014.57574668,5737561.22001657,1575012.6,5175951.2,133.24,,,,
CPT_55400_measurement_num_0,172.603550723864,-43.5520360915187,2477976.11674404,5739414.24717618,1567976.85,5177803.23,133.34,,,,
CPT_56859_measurement_num_0,172.666940556021,-43.538184806912,2483092.32554651,5740975.43941257,1573091,5179364,133.38,,,,
CPT_473_measurement_num_0,172.648389842092,-43.5364721243437,2481592.16019206,5741159.59929296,1571591.42,5179548.04,133.42,,,,
CPT_51947_measurement_num_0,172.616771704631,-43.5759173304318,2479056.57344603,5736765.95065128,1569057,5175156,133.58,,,,
CPT_14465_measurement_num_0,172.661323289057,-43.5665675825993,2482651.03794553,5737820.21248494,1572650,5176210,133.64,,,,
CPT_468_measurement_num_0,172.636784774086,-43.5368638178872,2480654.34134836,5741112.08186092,1570653.97,5179500.51,133.64,,,,
CPT_19653_measurement_num_0,172.60917798322,-43.5251280503524,2478416.8982053,5742405.90298041,1568417.35,5180793.76,133.67,,,,
CPT_33245_measurement_num_0,172.650366067324,-43.5028503331046,2481736.30605765,5744895.70200928,1571735.4,5183282.7,133.73,,,,
CPT_59198_measurement_num_0,172.633696778035,-43.5420882143678,2480407.28443353,5740530.55528757,1570407.03,5178919.2,133.79,,,,
CPT_11509_measurement_num_0,172.65443815913,-43.5514289297654,2482087.87779986,5739499.89433051,1572087,5177889,133.85,,,,
CPT_25655_measurement_num_0,172.689919546017,-43.5489285365697,2484954.02896734,5739788.90150566,1574952,5178177.99,133.85,,,,
CPT_126368_measurement_num_0,172.635802665989,-43.4820922762556,2480548.50085484,5747196.91009177,1570548,5185583,133.96,,,,
CPT_31541_measurement_num_0,172.641901032024,-43.5709460198943,2481084.03598522,5737327.24158849,1571083.64,5175717.16,134.07,,,,
CPT_9433_measurement_num_0,172.644700367832,-43.5463234076073,2481298.58699491,5740063.84268108,1571298,5178452.7,134.1,,,,
