easting,northing,Vs30,uncertainty,station,q,gid,geology_vs30,geology_stdv,tid,terrain_vs30,terrain_stdv
1573928.87075174,5190752.65882923,196.89986,0.2,NA,255,6,212.26068,0.31248862,16,238.32666,0.38188857
1575132.65160172,5191308.95065923,192.2823,0.2,NA,255,10,197,0.26063582,16,238.32666,0.38188857
1575838.37760831,5191316.95003181,194.12605,0.2,NA,255,6,215.16214,0.31248862,16,238.32666,0.38188857
1570375.99146332,5189748.01009937,165.94211,0.2,NA,255,10,197,0.26063582,15,227.4589,0.32270417
1571326.1204479,5190533.22347003,180.81415,0.2,NA,255,10,197,0.26063582,16,238.32666,0.38188857
1571444.07532417,5190550.21806605,182.28604,0.2,NA,255,10,197,0.26063582,16,238.32666,0.38188857
1572971.7448771,5190141.38601077,194.40909,0.2,NA,255,10,197,0.26063582,16,238.32666,0.38188857
1573939.86668231,5190731.16712765,196.2542,0.2,NA,255,6,212.26068,0.31248862,16,238.32666,0.38188857
1575340.82356466,5190857.12566627,185.89134,0.2,NA,255,6,222.65976,0.31248862,15,227.4589,0.32270417
1568555.44028588,5189079.23734079,171.52542,0.2,NA,255,10,207.1,0.26063582,16,238.32666,0.38188857
1569010.26555243,5189275.17052507,166.34781,0.2,NA,255,10,197,0.26063582,16,238.32666,0.38188857
1570292.53131835,5189173.22559574,137.34744,0.2,NA,255,10,197,0.26063582,15,227.4589,0.32270417
1570974.2677446,5189457.62642553,193.96523,0.2,NA,255,10,197,0.26063582,16,238.32666,0.38188857
1571674.5063991,5188997.8087803,176.41928,0.2,NA,255,10,197,0.26063582,16,238.32666,0.38188857
