d,vs
0.0,137.0
0.01,137.0
0.02,137.0
0.03,137.0
0.04,137.0
0.05,137.0
0.06,137.0
0.07,137.0
0.08,137.0
0.09,137.0
0.1,137.0
0.11,137.0
0.12,137.0
0.13,137.0
0.14,137.0
0.15,137.0
0.16,137.0
0.17,137.0
0.18,137.0
0.19,137.0
0.2,137.0
0.21,137.0
0.22,137.0
0.23,137.0
0.24,137.0
0.25,137.0
0.26,137.0
0.27,137.0
0.28,137.0
0.29,137.0
0.3,137.0
0.31,137.0
0.32,137.0
0.33,137.0
0.34,137.0
0.35,137.0
0.36,137.0
0.37,137.0
0.38,137.0
0.39,137.0
0.4,137.0
0.41,137.0
0.42,137.0
0.43,137.0
0.44,137.0
0.45,137.0
0.46,137.0
0.47,137.0
0.48,137.0
0.49,137.0
0.5,137.0
0.51,137.0
0.52,137.0
0.53,137.0
0.54,137.0
0.55,137.0
0.56,137.0
0.57,137.0
0.58,137.0
0.59,137.0
0.6,137.0
0.61,137.0
0.62,137.0
0.63,137.0
0.64,137.0
0.65,137.0
0.66,137.0
0.67,137.0
0.68,137.0
0.69,137.0
0.7,137.0
0.71,137.0
0.72,137.0
0.73,137.0
0.74,137.0
0.75,137.0
0.76,137.0
0.77,137.0
0.78,137.0
0.79,137.0
0.8,137.0
0.81,137.0
0.82,137.0
0.83,137.0
0.84,137.0
0.85,137.0
0.86,137.0
0.87,137.0
0.88,137.0
0.89,137.0
0.9,137.0
0.91,137.0
0.92,137.0
0.93,137.0
0.94,137.0
0.95,137.0
0.96,137.0
0.97,137.0
0.98,137.0
0.99,137.0
1.0,137.0
1.01,137.0
1.02,137.0
1.03,137.0
1.04,137.0
1.05,137.0
1.06,137.0
1.07,137.0
1.08,137.0
1.09,137.0
1.1,137.0
1.11,137.0
1.12,137.0
1.13,137.0
1.14,137.0
1.15,137.0
1.16,137.0
1.17,137.0
1.18,137.0
1.19,137.0
1.2,137.0
1.21,137.0
1.22,137.0
1.23,137.0
1.24,137.0
1.25,137.0
1.26,137.0
1.27,137.0
1.28,137.0
1.29,137.0
1.3,137.0
1.31,137.0
1.32,137.0
1.33,137.0
1.34,137.0
1.35,137.0
1.36,137.0
1.37,137.0
1.38,137.0
1.39,137.0
1.4,137.0
1.41,137.0
1.42,137.0
1.43,137.0
1.44,137.0
1.45,137.0
