Depth,Qc,Fs,u
0.01,-9999,-9999,-9999
0.02,-9999,-9999,-9999
0.03,-9999,-9999,-9999
0.04,-9999,-9999,-9999
0.05,-9999,-9999,-9999
0.06,-9999,-9999,-9999
0.07,-9999,-9999,-9999
0.08,-9999,-9999,-9999
0.09,-9999,-9999,-9999
0.1,-9999,-9999,-9999
0.11,-9999,-9999,-9999
0.12,-9999,-9999,-9999
0.13,-9999,-9999,-9999
0.14,-9999,-9999,-9999
0.15,-9999,-9999,-9999
0.16,-9999,-9999,-9999
0.17,-9999,-9999,-9999
0.18,-9999,-9999,-9999
0.19,-9999,-9999,-9999
0.2,-9999,-9999,-9999
0.21,-9999,-9999,-9999
0.22,-9999,-9999,-9999
0.23,-9999,-9999,-9999
0.24,-9999,-9999,-9999
0.25,-9999,-9999,-9999
0.26,-9999,-9999,-9999
0.27,-9999,-9999,-9999
0.28,-9999,-9999,-9999
0.29,-9999,-9999,-9999
0.3,-9999,-9999,-9999
0.31,-9999,-9999,-9999
0.32,-9999,-9999,-9999
0.33,-9999,-9999,-9999
0.34,-9999,-9999,-9999
0.35,-9999,-9999,-9999
0.36,-9999,-9999,-9999
0.37,-9999,-9999,-9999
0.38,-9999,-9999,-9999
0.39,-9999,-9999,-9999
0.4,-9999,-9999,-9999
0.41,-9999,-9999,-9999
0.42,-9999,-9999,-9999
0.43,-9999,-9999,-9999
0.44,-9999,-9999,-9999
0.45,-9999,-9999,-9999
0.46,-9999,-9999,-9999
0.47,-9999,-9999,-9999
0.48,-9999,-9999,-9999
0.49,-9999,-9999,-9999
0.5,-9999,-9999,-9999
0.51,-9999,-9999,-9999
0.52,-9999,-9999,-9999
0.53,-9999,-9999,-9999
0.54,-9999,-9999,-9999
0.55,-9999,-9999,-9999
0.56,-9999,-9999,-9999
0.57,-9999,-9999,-9999
0.58,-9999,-9999,-9999
0.59,-9999,-9999,-9999
0.6,-9999,-9999,-9999
0.61,-9999,-9999,-9999
0.62,-9999,-9999,-9999
0.63,-9999,-9999,-9999
0.64,-9999,-9999,-9999
0.65,-9999,-9999,-9999
0.66,-9999,-9999,-9999
0.67,-9999,-9999,-9999
0.68,-9999,-9999,-9999
0.69,-9999,-9999,-9999
0.7,-9999,-9999,-9999
0.71,-9999,-9999,-9999
0.72,-9999,-9999,-9999
0.73,-9999,-9999,-9999
0.74,-9999,-9999,-9999
0.75,-9999,-9999,-9999
0.76,-9999,-9999,-9999
0.77,-9999,-9999,-9999
0.78,-9999,-9999,-9999
0.79,-9999,-9999,-9999
0.8,-9999,-9999,-9999
0.81,-9999,-9999,-9999
0.82,-9999,-9999,-9999
0.83,-9999,-9999,-9999
0.84,-9999,-9999,-9999
0.85,-9999,-9999,-9999
0.86,-9999,-9999,-9999
0.87,-9999,-9999,-9999
0.88,-9999,-9999,-9999
0.89,-9999,-9999,-9999
0.9,-9999,-9999,-9999
0.91,-9999,-9999,-9999
0.92,-9999,-9999,-9999
0.93,-9999,-9999,-9999
0.94,-9999,-9999,-9999
0.95,-9999,-9999,-9999
0.96,-9999,-9999,-9999
0.97,-9999,-9999,-9999
0.98,-9999,-9999,-9999
0.99,-9999,-9999,-9999
1,-9999,-9999,-9999
1.01,-9999,-9999,-9999
1.02,-9999,-9999,-9999
1.03,-9999,-9999,-9999
1.04,-9999,-9999,-9999
1.05,-9999,-9999,-9999
1.06,-9999,-9999,-9999
1.07,-9999,-9999,-9999
1.08,-9999,-9999,-9999
1.09,-9999,-9999,-9999
1.1,-9999,-9999,-9999
1.11,-9999,-9999,-9999
1.12,-9999,-9999,-9999
1.13,-9999,-9999,-9999
1.14,-9999,-9999,-9999
1.15,-9999,-9999,-9999
1.16,-9999,-9999,-9999
1.17,-9999,-9999,-9999
1.18,-9999,-9999,-9999
1.19,-9999,-9999,-9999
1.2,-9999,-9999,-9999
1.21,-9999,-9999,-9999
1.22,-9999,-9999,-9999
1.23,-9999,-9999,-9999
1.24,-9999,-9999,-9999
1.25,-9999,-9999,-9999
1.26,-9999,-9999,-9999
1.27,-9999,-9999,-9999
1.28,-9999,-9999,-9999
1.29,-9999,-9999,-9999
1.3,-9999,-9999,-9999
1.31,-9999,-9999,-9999
1.32,-9999,-9999,-9999
1.33,-9999,-9999,-9999
1.34,-9999,-9999,-9999
1.35,-9999,-9999,-9999
1.36,-9999,-9999,-9999
1.37,-9999,-9999,-9999
1.38,-9999,-9999,-9999
1.39,-9999,-9999,-9999
1.4,-9999,-9999,-9999
1.41,-9999,-9999,-9999
1.42,-9999,-9999,-9999
1.43,-9999,-9999,-9999
1.44,-9999,-9999,-9999
1.45,-9999,-9999,-9999
1.46,-9999,-9999,-9999
1.47,-9999,-9999,-9999
1.48,-9999,-9999,-9999
1.49,-9999,-9999,-9999
1.5,-9999,-9999,-9999
1.51,-9999,-9999,-9999
1.52,-9999,-9999,-9999
1.53,-9999,-9999,-9999
1.54,-9999,-9999,-9999
1.55,-9999,-9999,-9999
1.56,-9999,-9999,-9999
1.57,-9999,-9999,-9999
1.58,-9999,-9999,-9999
1.59,-9999,-9999,-9999
1.6,-9999,-9999,-9999
1.61,-9999,-9999,-9999
1.62,-9999,-9999,-9999
1.63,-9999,-9999,-9999
1.64,-9999,-9999,-9999
1.65,-9999,-9999,-9999
1.66,-9999,-9999,-9999
1.67,-9999,-9999,-9999
1.68,-9999,-9999,-9999
1.69,-9999,-9999,-9999
1.7,-9999,-9999,-9999
1.71,-9999,-9999,-9999
1.72,-9999,-9999,-9999
1.73,-9999,-9999,-9999
1.74,-9999,-9999,-9999
1.75,-9999,-9999,-9999
1.76,-9999,-9999,-9999
1.77,-9999,-9999,-9999
1.78,-9999,-9999,-9999
1.79,-9999,-9999,-9999
1.8,-9999,-9999,-9999
1.81,-9999,-9999,-9999
1.82,-9999,-9999,-9999
1.83,-9999,-9999,-9999
1.84,-9999,-9999,-9999
1.85,-9999,-9999,-9999
1.86,-9999,-9999,-9999
1.87,-9999,-9999,-9999
1.88,-9999,-9999,-9999
1.89,-9999,-9999,-9999
1.9,-9999,-9999,-9999
1.91,-9999,-9999,-9999
1.92,-9999,-9999,-9999
1.93,-9999,-9999,-9999
1.94,-9999,-9999,-9999
1.95,-9999,-9999,-9999
1.96,-9999,-9999,-9999
1.97,-9999,-9999,-9999
1.98,-9999,-9999,-9999
1.99,-9999,-9999,-9999
2,0.4204,0.0239,-0.0859
2.01,0.367,0.0201,-0.0854
2.02,0.3094,0.019,-0.0852
2.03,0.2642,0.0179,-0.0848
2.04,0.2601,0.0164,-0.084
2.05,0.2642,0.0149,-0.0837
2.06,0.2642,0.0129,-0.0833
2.07,0.2683,0.0102,-0.0829
2.08,0.2725,0.0094,-0.0827
2.09,0.3012,0.0081,-0.0823
2.1,0.3259,0.0061,-0.0818
2.11,0.3547,0.0054,-0.0818
