Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,-9999.0,-9999.0,-9999.0,,,,,,
0.01,-9999.0,-9999.0,-9999.0,,,,,,
0.02,-9999.0,-9999.0,-9999.0,,,,,,
0.03,-9999.0,-9999.0,-9999.0,,,,,,
0.04,-9999.0,-9999.0,-9999.0,,,,,,
0.05,-9999.0,-9999.0,-9999.0,,,,,,
0.06,-9999.0,-9999.0,-9999.0,,,,,,
0.07,-9999.0,-9999.0,-9999.0,,,,,,
0.08,-9999.0,-9999.0,-9999.0,,,,,,
0.09,-9999.0,-9999.0,-9999.0,,,,,,
0.1,-9999.0,-9999.0,-9999.0,,,,,,
0.11,-9999.0,-9999.0,-9999.0,,,,,,
0.12,-9999.0,-9999.0,-9999.0,,,,,,
0.13,-9999.0,-9999.0,-9999.0,,,,,,
0.14,-9999.0,-9999.0,-9999.0,,,,,,
0.15,-9999.0,-9999.0,-9999.0,,,,,,
0.16,-9999.0,-9999.0,-9999.0,,,,,,
0.17,-9999.0,-9999.0,-9999.0,,,,,,
0.18,-9999.0,-9999.0,-9999.0,,,,,,
0.19,-9999.0,-9999.0,-9999.0,,,,,,
0.2,-9999.0,-9999.0,-9999.0,,,,,,
0.21,-9999.0,-9999.0,-9999.0,,,,,,
0.22,-9999.0,-9999.0,-9999.0,,,,,,
0.23,-9999.0,-9999.0,-9999.0,,,,,,
0.24,-9999.0,-9999.0,-9999.0,,,,,,
0.25,-9999.0,-9999.0,-9999.0,,,,,,
0.26,-9999.0,-9999.0,-9999.0,,,,,,
0.27,-9999.0,-9999.0,-9999.0,,,,,,
0.28,-9999.0,-9999.0,-9999.0,,,,,,
0.29,-9999.0,-9999.0,-9999.0,,,,,,
0.3,-9999.0,-9999.0,-9999.0,,,,,,
0.31,-9999.0,-9999.0,-9999.0,,,,,,
0.32,-9999.0,-9999.0,-9999.0,,,,,,
0.33,-9999.0,-9999.0,-9999.0,,,,,,
0.34,-9999.0,-9999.0,-9999.0,,,,,,
0.35,-9999.0,-9999.0,-9999.0,,,,,,
0.36,-9999.0,-9999.0,-9999.0,,,,,,
0.37,-9999.0,-9999.0,-9999.0,,,,,,
0.38,-9999.0,-9999.0,-9999.0,,,,,,
0.39,-9999.0,-9999.0,-9999.0,,,,,,
0.4,-9999.0,-9999.0,-9999.0,,,,,,
0.41,-9999.0,-9999.0,-9999.0,,,,,,
0.42,-9999.0,-9999.0,-9999.0,,,,,,
0.43,-9999.0,-9999.0,-9999.0,,,,,,
0.44,-9999.0,-9999.0,-9999.0,,,,,,
0.45,-9999.0,-9999.0,-9999.0,,,,,,
0.46,-9999.0,-9999.0,-9999.0,,,,,,
0.47,-9999.0,-9999.0,-9999.0,,,,,,
0.48,-9999.0,-9999.0,-9999.0,,,,,,
0.49,-9999.0,-9999.0,-9999.0,,,,,,
0.5,18.1654,0.0893,0.0001,603.1400172115318,155.54226995121522,189.35580689713157,199.35323078282005,90.44476409157268,167.62093888198544
0.51,17.9975,0.1297,-0.0005,,,,,,
0.52,17.416,0.1667,-0.0011,1272.9158378492234,172.3797709092629,209.85363415040703,274.7441990062385,95.71587618457116,183.54529133451797
0.53,17.0966,0.1484,-0.0009,,,,,,
0.54,16.4578,0.1275,-0.0011,860.14603762098,165.35008541018496,201.29575615152953,248.89786736140675,93.82923380228583,178.88455784194318
0.55,16.6994,0.1156,0.0022,,,,,,
0.56,16.6871,0.1201,0.0013,725.7764800993311,164.6777091904942,200.47721118842773,242.0046045827754,94.50156684215672,179.15854866298758
0.57,16.3349,0.1179,-0.006,,,,,,
0.58,15.0819,0.1125,-0.0003,712.1951030674136,162.73887183750327,198.11688745435183,245.61199155194967,93.53930457188034,179.0925171497289
0.59,13.4029,0.1178,-0.0018,,,,,,
0.6,12.0065,0.116,0.0013,874.6675155611891,161.2404489236702,196.29272042881587,269.2241602959686,91.60725061154457,181.0502971333116
0.61,11.0401,0.1128,0.0018,,,,,,
0.62,11.0155,0.112,0.0003,872.764911997479,159.79899055544507,194.53790154575924,272.00817696919756,91.04087340690235,181.6117850064376
0.63,10.5036,0.1178,-0.0026,,,,,,
0.64,9.4204,0.1151,-0.0018,986.7932751375197,158.3691851864109,192.7972689225872,286.96204566909995,90.00592367178,183.5148419606988
0.65,8.9395,0.1069,-0.0013,,,,,,
0.66,8.508,0.1069,-0.003,967.6009588150521,155.60682414818484,189.43439461518153,285.77029246422694,88.91015019998822,183.04260847777857
0.67,7.6613,0.0952,-0.003,,,,,,
0.68,7.316,0.0872,-0.0028,889.9388643451721,149.50897228857087,182.0109227860863,275.4383654450693,86.25287526699036,179.41026129972798
0.69,6.8557,0.0781,-0.0024,,,,,,
