d,vs
0.0,290.0
0.01,290.0
0.02,290.0
0.03,290.0
0.04,290.0
0.05,290.0
0.06,290.0
0.07,290.0
0.08,290.0
0.09,290.0
0.1,290.0
0.11,290.0
0.12,290.0
0.13,290.0
0.14,290.0
0.15,290.0
0.16,290.0
0.17,290.0
0.18,290.0
0.19,290.0
0.2,290.0
0.21,290.0
0.22,290.0
0.23,290.0
0.24,290.0
0.25,290.0
0.26,290.0
0.27,290.0
0.28,290.0
0.29,290.0
0.3,290.0
0.31,290.0
0.32,290.0
0.33,290.0
0.34,290.0
0.35,290.0
0.36,290.0
0.37,290.0
0.38,290.0
0.39,290.0
0.4,290.0
0.41,290.0
0.42,290.0
0.43,290.0
0.44,290.0
0.45,290.0
0.46,290.0
0.47,290.0
0.48,290.0
0.49,290.0
0.5,290.0
0.51,290.0
0.52,290.0
0.53,290.0
0.54,290.0
0.55,290.0
0.56,290.0
0.57,290.0
0.58,290.0
0.59,290.0
0.6,290.0
0.61,290.0
0.62,290.0
0.63,290.0
0.64,290.0
0.65,290.0
0.66,290.0
0.67,290.0
0.68,290.0
0.69,290.0
0.7,290.0
0.71,290.0
0.72,290.0
0.73,290.0
0.74,290.0
0.75,290.0
0.76,290.0
0.77,290.0
0.78,290.0
0.79,290.0
0.8,290.0
0.81,290.0
0.82,290.0
0.83,290.0
0.84,290.0
0.85,290.0
0.86,290.0
0.87,290.0
0.88,290.0
0.89,290.0
0.9,290.0
0.91,290.0
0.92,290.0
0.93,290.0
0.94,290.0
0.95,290.0
0.96,290.0
0.97,290.0
0.98,290.0
0.99,290.0
1.0,66.0
1.01,66.0
1.02,66.0
1.03,66.0
1.04,66.0
1.05,66.0
1.06,66.0
1.07,66.0
1.08,66.0
1.09,66.0
1.1,66.0
1.11,66.0
1.12,66.0
1.13,66.0
1.14,66.0
1.15,66.0
1.16,66.0
1.17,66.0
1.18,66.0
1.19,66.0
1.2,66.0
1.21,66.0
1.22,66.0
1.23,66.0
1.24,66.0
1.25,66.0
1.26,66.0
1.27,66.0
1.28,66.0
1.29,66.0
1.3,66.0
1.31,66.0
1.32,66.0
1.33,66.0
1.34,66.0
1.35,66.0
1.36,66.0
1.37,66.0
1.38,66.0
1.39,66.0
1.4,66.0
1.41,66.0
1.42,66.0
1.43,66.0
1.44,66.0
1.45,66.0
1.46,66.0
1.47,66.0
1.48,66.0
1.49,66.0
1.5,66.0
1.51,66.0
1.52,66.0
1.53,66.0
1.54,66.0
1.55,66.0
1.56,66.0
1.57,66.0
1.58,66.0
1.59,66.0
1.6,66.0
1.61,66.0
1.62,66.0
1.63,66.0
1.64,66.0
1.65,66.0
1.66,66.0
1.67,66.0
1.68,66.0
1.69,66.0
1.7,66.0
1.71,66.0
1.72,66.0
1.73,66.0
1.74,66.0
1.75,66.0
1.76,66.0
1.77,66.0
1.78,66.0
1.79,66.0
1.8,66.0
1.81,66.0
1.82,66.0
1.83,66.0
1.84,66.0
1.85,66.0
1.86,66.0
1.87,66.0
1.88,66.0
1.89,66.0
1.9,66.0
1.91,66.0
1.92,66.0
1.93,66.0
1.94,66.0
1.95,66.0
1.96,66.0
1.97,66.0
1.98,66.0
1.99,66.0
2.0,54.0
2.01,54.0
2.02,54.0
2.03,54.0
2.04,54.0
2.05,54.0
2.06,54.0
2.07,54.0
2.08,54.0
2.09,54.0
2.1,54.0
2.11,54.0
2.12,54.0
2.13,54.0
2.14,54.0
2.15,54.0
2.16,54.0
2.17,54.0
2.18,54.0
2.19,54.0
2.2,54.0
2.21,54.0
2.22,54.0
2.23,54.0
2.24,54.0
2.25,54.0
2.26,54.0
2.27,54.0
2.28,54.0
2.29,54.0
2.3,54.0
2.31,54.0
2.32,54.0
2.33,54.0
2.34,54.0
2.35,54.0
2.36,54.0
2.37,54.0
2.38,54.0
2.39,54.0
2.4,54.0
2.41,54.0
2.42,54.0
2.43,54.0
2.44,54.0
2.45,54.0
2.46,54.0
2.47,54.0
2.48,54.0
2.49,54.0
2.5,54.0
2.51,54.0
2.52,54.0
2.53,54.0
2.54,54.0
2.55,54.0
2.56,54.0
2.57,54.0
2.58,54.0
2.59,54.0
2.6,54.0
2.61,54.0
2.62,54.0
2.63,54.0
2.64,54.0
2.65,54.0
2.66,54.0
2.67,54.0
2.68,54.0
2.69,54.0
2.7,54.0
2.71,54.0
2.72,54.0
2.73,54.0
2.74,54.0
2.75,54.0
2.76,54.0
2.77,54.0
2.78,54.0
2.79,54.0
2.8,54.0
2.81,54.0
2.82,54.0
2.83,54.0
2.84,54.0
2.85,54.0
2.86,54.0
2.87,54.0
2.88,54.0
2.89,54.0
2.9,54.0
2.91,54.0
2.92,54.0
2.93,54.0
2.94,54.0
2.95,54.0
2.96,54.0
2.97,54.0
2.98,54.0
2.99,54.0
3.0,55.0
3.01,55.0
3.02,55.0
3.03,55.0
3.04,55.0
3.05,55.0
3.06,55.0
3.07,55.0
3.08,55.0
3.09,55.0
3.1,55.0
3.11,55.0
3.12,55.0
3.13,55.0
3.14,55.0
3.15,55.0
3.16,55.0
3.17,55.0
3.18,55.0
3.19,55.0
3.2,55.0
3.21,55.0
3.22,55.0
3.23,55.0
3.24,55.0
3.25,55.0
3.26,55.0
3.27,55.0
3.28,55.0
3.29,55.0
3.3,55.0
3.31,55.0
3.32,55.0
3.33,55.0
3.34,55.0
3.35,55.0
3.36,55.0
3.37,55.0
3.38,55.0
3.39,55.0
3.4,55.0
3.41,55.0
3.42,55.0
3.43,55.0
3.44,55.0
3.45,55.0
3.46,55.0
3.47,55.0
3.48,55.0
3.49,55.0
3.5,55.0
3.51,55.0
3.52,55.0
3.53,55.0
3.54,55.0
3.55,55.0
3.56,55.0
3.57,55.0
3.58,55.0
3.59,55.0
3.6,55.0
3.61,55.0
3.62,55.0
3.63,55.0
3.64,55.0
3.65,55.0
3.66,55.0
3.67,55.0
3.68,55.0
3.69,55.0
3.7,55.0
3.71,55.0
3.72,55.0
3.73,55.0
3.74,55.0
3.75,55.0
3.76,55.0
3.77,55.0
3.78,55.0
3.79,55.0
3.8,55.0
3.81,55.0
3.82,55.0
3.83,55.0
3.84,55.0
3.85,55.0
3.86,55.0
3.87,55.0
3.88,55.0
3.89,55.0
3.9,55.0
3.91,55.0
3.92,55.0
3.93,55.0
3.94,55.0
3.95,55.0
3.96,55.0
3.97,55.0
3.98,55.0
3.99,55.0
4.0,102.0
4.01,102.0
4.02,102.0
4.03,102.0
4.04,102.0
4.05,102.0
4.06,102.0
4.07,102.0
4.08,102.0
4.09,102.0
4.1,102.0
4.11,102.0
4.12,102.0
4.13,102.0
4.14,102.0
4.15,102.0
4.16,102.0
4.17,102.0
4.18,102.0
4.19,102.0
4.2,102.0
4.21,102.0
4.22,102.0
4.23,102.0
4.24,102.0
4.25,102.0
4.26,102.0
4.27,102.0
4.28,102.0
4.29,102.0
4.3,102.0
4.31,102.0
4.32,102.0
4.33,102.0
4.34,102.0
4.35,102.0
4.36,102.0
4.37,102.0
4.38,102.0
4.39,102.0
4.4,102.0
4.41,102.0
4.42,102.0
4.43,102.0
4.44,102.0
4.45,102.0
4.46,102.0
4.47,102.0
4.48,102.0
4.49,102.0
4.5,102.0
4.51,102.0
4.52,102.0
4.53,102.0
4.54,102.0
4.55,102.0
4.56,102.0
4.57,102.0
4.58,102.0
4.59,102.0
4.6,102.0
4.61,102.0
4.62,102.0
4.63,102.0
4.64,102.0
4.65,102.0
4.66,102.0
4.67,102.0
4.68,102.0
4.69,102.0
4.7,102.0
4.71,102.0
4.72,102.0
4.73,102.0
4.74,102.0
4.75,102.0
4.76,102.0
4.77,102.0
4.78,102.0
4.79,102.0
4.8,102.0
4.81,102.0
4.82,102.0
4.83,102.0
4.84,102.0
4.85,102.0
4.86,102.0
4.87,102.0
4.88,102.0
4.89,102.0
4.9,102.0
4.91,102.0
4.92,102.0
4.93,102.0
4.94,102.0
4.95,102.0
4.96,102.0
4.97,102.0
4.98,102.0
4.99,102.0
5.0,90.0
5.01,90.0
5.02,90.0
5.03,90.0
5.04,90.0
5.05,90.0
5.06,90.0
5.07,90.0
5.08,90.0
5.09,90.0
5.1,90.0
5.11,90.0
5.12,90.0
5.13,90.0
5.14,90.0
5.15,90.0
5.16,90.0
5.17,90.0
5.18,90.0
5.19,90.0
5.2,90.0
5.21,90.0
5.22,90.0
5.23,90.0
5.24,90.0
5.25,90.0
5.26,90.0
5.27,90.0
5.28,90.0
5.29,90.0
5.3,90.0
5.31,90.0
5.32,90.0
5.33,90.0
5.34,90.0
5.35,90.0
5.36,90.0
5.37,90.0
5.38,90.0
5.39,90.0
5.4,90.0
5.41,90.0
5.42,90.0
5.43,90.0
5.44,90.0
5.45,90.0
5.46,90.0
5.47,90.0
5.48,90.0
5.49,90.0
5.5,90.0
5.51,90.0
5.52,90.0
5.53,90.0
5.54,90.0
5.55,90.0
5.56,90.0
5.57,90.0
5.58,90.0
5.59,90.0
5.6,90.0
5.61,90.0
5.62,90.0
5.63,90.0
5.64,90.0
5.65,90.0
5.66,90.0
5.67,90.0
5.68,90.0
5.69,90.0
5.7,90.0
5.71,90.0
5.72,90.0
5.73,90.0
5.74,90.0
5.75,90.0
5.76,90.0
5.77,90.0
5.78,90.0
5.79,90.0
5.8,90.0
5.81,90.0
5.82,90.0
5.83,90.0
5.84,90.0
5.85,90.0
5.86,90.0
5.87,90.0
5.88,90.0
5.89,90.0
5.9,90.0
5.91,90.0
5.92,90.0
5.93,90.0
5.94,90.0
5.95,90.0
5.96,90.0
5.97,90.0
5.98,90.0
